Concurso,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3
652,2/4/2005,10,18,20,24,56,57,0,41,3874,0,"27383,54","288,71"
653,6/4/2005,5,9,19,24,31,34,0,74,6274,0,"14994,32","176,18"
654,9/4/2005,6,10,11,40,41,56,1,66,4745,"15767596,35","20244,14","280,52"
655,13/04/2005,1,26,37,39,43,48,0,23,2722,0,"33457,53","281,64"
656,16/04/2005,35,36,37,46,51,59,0,24,2623,0,"42026,73","383,08"
657,20/04/2005,16,20,33,58,59,60,1,56,3995,"11354235,39","18168,36","253,72"
658,23/04/2005,3,6,11,20,36,41,0,31,2883,0,"18418,26","197,3"
659,27/04/2005,14,29,34,40,51,52,0,22,1390,0,"27222,16","429,22"
660,30/04/2005,5,11,38,46,53,54,0,58,4204,0,16751,"230,23"
661,4/5/2005,4,27,36,40,42,55,0,64,4211,0,"15130,77","229,09"
662,7/5/2005,4,18,23,25,56,60,0,79,5525,0,"14974,99","213,31"
663,11/5/2005,1,27,30,49,51,55,0,64,4020,0,"17649,82","279,93"
664,14/05/2005,1,12,36,38,55,59,0,74,4971,0,"18450,77","273,62"
665,18/05/2005,7,8,18,25,47,48,0,185,10055,0,"8538,56","156,51"
666,21/05/2005,7,16,26,29,45,55,0,77,8122,0,"26923,37","254,29"
667,25/05/2005,1,4,5,16,23,49,1,203,15283,"34263173,55","11296,7","149,48"
668,28/05/2005,1,2,14,33,49,56,0,53,2814,0,"11007,74","206,54"
669,1/6/2005,7,24,27,40,41,49,1,32,2427,"2170216,15","20522,3","269,57"
670,4/6/2005,22,37,42,48,58,59,0,24,2895,0,"43085,53","355,84"
671,8/6/2005,9,16,27,38,39,51,0,67,4259,0,"16609,7","260,3"
672,11/6/2005,24,28,34,38,43,53,0,54,4411,0,"24277,19","296,08"
673,15/06/2005,6,11,20,34,37,40,0,72,4792,0,"17523,73","262,3"
674,18/06/2005,18,22,29,32,38,42,0,96,5586,0,"16070,11","275,14"
675,22/06/2005,24,25,30,42,43,50,0,67,5204,0,"26180,7","335,79"
676,25/06/2005,9,15,32,41,42,49,0,94,7583,0,"22081,78","272,69"
677,29/06/2005,8,10,25,32,48,55,0,284,12803,0,"8422,82","186,14"
678,2/7/2005,14,31,40,42,44,46,0,115,9797,0,"28311,43","331,07"
679,6/7/2005,3,21,25,37,54,58,1,448,22087,"51890452,61","9610,91","194,2"
680,9/7/2005,2,3,5,22,26,44,0,188,11222,0,"7276,69","121,45"
681,13/07/2005,21,25,38,53,58,59,0,62,5210,0,"23695,09","280,91"
682,16/07/2005,4,27,36,37,47,60,0,62,5647,0,"25832,17","282,55"
683,20/07/2005,2,11,12,35,40,43,0,79,5680,0,"19666,04","272,49"
684,23/07/2005,17,19,33,37,40,50,0,81,7103,0,"22483,66","255,42"
685,27/07/2005,5,12,27,33,43,56,1,347,15404,"44331219,78","6029,62","135,32"
686,30/07/2005,4,5,15,26,33,54,0,47,3901,0,"15221,72","182,71"
687,3/8/2005,1,7,14,41,48,59,0,28,2887,0,"25839,62","249,66"
688,6/8/2005,11,21,30,35,47,52,0,38,2757,0,"23920,89","328,45"
689,10/8/2005,6,7,31,49,51,60,0,29,2998,0,"30336,11","292,33"
690,13/08/2005,8,12,15,41,47,53,0,90,5446,0,"13225,5","217,74"
691,17/08/2005,8,16,37,50,55,58,0,54,3896,0,"20629,58","284,85"
692,20/08/2005,11,18,33,57,58,60,0,71,4995,0,"18365,13","260,06"
693,24/08/2005,13,14,17,31,41,50,0,152,7170,0,"8909,82","188,18"
694,27/08/2005,15,19,29,37,41,53,0,114,7087,0,"13859,26","222,1"
695,31/08/2005,6,11,13,21,40,52,0,76,6333,0,"22217,91","265,62"
696,3/9/2005,9,16,34,37,53,57,2,195,10814,"19251302,49","10613,53","190,66"
697,10/9/2005,28,31,32,35,51,53,0,27,2895,0,"33337,57","309,74"
698,14/09/2005,8,12,22,27,43,55,0,43,3981,0,"16354,69","175,99"
699,19/09/2005,17,23,48,50,53,54,0,54,3752,0,"16259,09","233,13"
700,21/09/2005,2,3,14,24,31,40,0,53,3584,0,"17991,31","265,04"
701,24/09/2005,1,13,23,31,48,60,0,103,5623,0,"11253,13","205,35"
702,28/09/2005,1,18,45,56,57,58,0,47,3663,0,"22868,49","292,31"
703,1/10/2005,2,11,24,27,30,45,0,123,7343,0,"10767,16","179,68"
704,5/10/2005,2,4,18,27,34,50,0,56,5784,0,"22659,95","218,56"
705,8/10/2005,3,11,13,15,26,43,0,144,11514,0,"11780,58","146,78"
706,15/10/2005,2,7,10,17,22,60,0,282,15980,0,"7866,56","138,3"
707,19/10/2005,1,8,10,36,43,51,2,140,12461,"19919975,72","14306,28","160,12"
708,22/10/2005,7,9,13,39,45,47,0,102,5998,0,"6567,35","111,26"
709,26/10/2005,4,6,9,22,29,44,0,106,5202,0,"5881,47","119,39"
710,29/10/2005,5,25,34,39,46,49,0,48,4608,0,"21483,28","222,94"
711,5/11/2005,5,10,33,40,41,59,0,79,5840,0,"18118,11","244,16"
712,9/11/2005,7,8,35,43,53,58,0,97,5637,0,"12122,15","207,81"
713,12/11/2005,1,12,16,26,46,54,0,67,5838,0,"20438,81","233,68"
714,16/11/2005,7,8,17,35,39,53,0,113,10955,0,"9766,45","100,36"
715,19/11/2005,4,12,24,33,36,54,3,237,13134,"10825809,33","6910,89","124,24"
716,23/11/2005,2,7,16,29,32,50,1,37,2512,"945382,75","14600,51","214,25"
717,26/11/2005,6,17,23,28,35,41,0,68,3816,0,"8956,76",159
718,30/11/2005,7,21,33,35,39,58,0,41,2893,0,"13759,23","194,26"
719,3/12/2005,3,32,37,39,47,53,0,63,3553,0,12737,225
720,7/12/2005,12,31,44,51,54,56,0,20,2606,0,"45658,99","349,09"
721,10/12/2005,3,14,23,25,36,55,0,99,6723,0,"11025,33","161,75"
722,14/12/2005,9,18,36,44,57,60,0,85,5334,0,"12704,05","201,68"
723,17/12/2005,1,6,16,36,50,52,0,49,4000,0,"25242,04","308,05"
724,21/12/2005,17,27,34,48,51,55,0,102,6190,0,"12537,87","205,82"
725,31/12/2005,3,9,35,37,41,49,2,343,20451,"15815987,63","10298,59","172,08"
726,4/1/2006,1,5,7,37,40,47,0,35,2838,0,"15459,49","189,94"
727,7/1/2006,4,12,14,30,42,59,0,29,2688,0,"25008,46","268,79"
728,11/1/2006,8,13,24,32,42,44,0,81,5381,0,"8575,31","128,59"
729,14/01/2006,5,18,33,43,56,57,1,51,5041,"4969519,9","17231,34","173,67"
730,18/01/2006,2,15,16,45,50,54,0,34,2824,0,"23412,97","280,82"
731,21/01/2006,6,15,16,23,28,35,0,88,6659,0,"11554,63","152,12"
732,25/01/2006,6,17,19,49,50,53,0,65,4196,0,"14610,54","225,48"
733,28/01/2006,2,12,26,31,43,46,0,67,5110,0,"16737,98","218,63"
734,1/2/2006,27,29,43,44,45,54,1,58,3984,"16726569,98",19354,"280,69"
735,4/2/2006,9,15,38,40,42,52,0,33,3043,0,"27163,91","293,47"
736,8/2/2006,1,21,38,41,49,56,0,19,2190,0,"47835,6","413,44"
737,11/2/2006,11,12,24,32,33,38,0,65,6267,0,"18730,63","193,54"
738,15/02/2006,14,15,26,30,42,54,0,47,4178,0,"26720,69","299,45"
739,18/02/2006,6,10,35,45,49,56,0,54,4723,0,"25993,77","296,08"
740,22/02/2006,12,16,28,29,47,50,1,90,6943,"26132814,65","17953,91","231,85"
741,25/02/2006,24,26,27,36,39,59,0,23,2133,0,"28453,38","305,65"
742,1/3/2006,2,7,17,34,41,50,0,25,1622,0,14199,"218,02"
743,4/3/2006,20,23,25,32,54,60,0,28,2762,0,"29491,22","297,84"
744,8/3/2006,4,12,23,26,39,46,0,77,5387,0,"10441,97","148,7"
745,11/3/2006,2,16,21,37,43,57,0,134,5262,0,"8604,62","218,3"
746,15/03/2006,1,10,12,25,49,57,2,114,6686,"6995681,58","10206,52","173,36"
747,18/03/2006,2,3,12,21,23,56,0,53,4363,0,"13079,29","158,28"
748,22/03/2006,1,2,7,19,35,51,0,74,4519,0,"9080,42","148,14"
749,25/03/2006,4,24,47,48,50,57,0,31,2669,0,"26214,36","303,33"
750,29/03/2006,10,17,33,42,54,58,0,49,3799,0,"18795,69","241,51"
751,1/4/2006,4,7,20,25,38,50,0,74,5579,0,"15221,68","201,14"
752,5/4/2006,4,23,24,25,29,42,0,86,6849,0,"13022,3","162,9"
753,8/4/2006,2,7,22,35,43,59,1,152,8630,"17388228,32","9083,97","159,4"
754,12/4/2006,3,4,13,34,42,50,0,41,2827,0,"14457,22","208,89"
755,15/04/2006,4,12,30,47,49,59,0,41,2977,0,"18319,33","251,35"
756,19/04/2006,5,27,37,38,41,50,0,34,3135,0,"27503,13","297,15"
757,22/04/2006,12,17,18,30,32,58,0,53,3448,0,"17988,72","275,46"
758,26/04/2006,1,23,36,43,47,59,0,74,4910,0,"14352,34","215,49"
759,29/04/2006,30,31,39,45,48,59,0,38,2588,0,"32431,5","474,4"
760,3/5/2006,12,17,44,45,46,60,0,80,5517,0,"16005,08","231,2"
761,6/5/2006,13,17,27,29,40,56,0,100,8936,0,"17175,97","191,48"
762,10/5/2006,9,12,21,37,39,54,0,143,10120,0,"13668,11","192,4"
763,13/05/2006,1,9,26,40,47,48,0,101,7655,0,"23502,31","308,92"
764,18/05/2006,3,7,45,47,53,55,1,189,15290,"40539530,9","16486,79","203,03"
765,21/05/2006,3,10,16,30,37,50,0,62,4336,0,"15552,09","221,54"
766,24/05/2006,1,19,24,42,50,58,0,63,4477,0,"16857,33","236,31"
767,27/05/2006,15,22,32,38,50,54,0,62,4419,0,"20318,55",284
768,31/05/2006,4,8,30,33,37,59,1,93,6408,"21024430,31","13647,3","197,31"
769,3/6/2006,12,16,20,21,29,50,0,49,3078,0,"14382,06","228,08"
770,7/6/2006,4,12,25,34,35,48,0,68,5401,0,"13703,65","171,88"
771,10/6/2006,14,21,29,34,46,47,0,69,4559,0,"15089,83","227,53"
772,14/06/2006,10,35,38,51,52,60,0,66,5330,0,"13476,3","166,25"
773,17/06/2006,3,5,14,29,34,51,0,58,4919,0,"16454,7","193,29"
774,21/06/2006,5,10,37,46,54,58,1,64,4336,"16319071,08","16352,03","240,45"
775,24/06/2006,12,27,42,46,47,50,0,30,3058,0,"25559,59","249,8"
776,28/06/2006,3,15,35,41,57,60,0,56,3075,0,"13543,61","245,72"
777,1/7/2006,2,14,23,28,50,56,0,80,3943,0,"10746,73","217,22"
778,5/7/2006,20,31,36,37,45,51,0,21,1890,0,"42785,84","473,6"
779,8/7/2006,25,26,29,36,52,54,0,26,3127,0,"39580,32","327,85"
780,12/7/2006,7,10,28,50,51,59,0,43,3828,0,"26754,56","299,4"
781,15/07/2006,8,10,13,39,54,56,0,66,5707,0,"19809,51","228,22"
782,19/07/2006,2,11,23,35,42,59,0,144,7533,0,"9270,41","176,55"
783,22/07/2006,4,8,21,32,43,48,1,140,8427,"28244624,32","10572,64","174,99"
784,26/07/2006,8,27,37,42,53,56,0,27,2163,0,"20363,8","253,24"
785,29/07/2006,5,8,17,35,37,48,1,126,6657,"9770979,43","6940,06","130,87"
786,2/8/2006,10,11,26,27,31,41,0,19,1521,0,"25700,08","319,83"
787,5/8/2006,20,31,34,37,54,60,0,40,1955,0,"16922,47","344,93"
788,9/8/2006,17,19,29,31,44,57,0,62,3247,0,"10763,88","204,75"
789,12/8/2006,6,31,38,39,50,60,0,13,1808,0,"62482,48","447,56"
790,16/08/2006,2,6,19,22,28,43,0,71,5884,0,"11717,34","140,86"
791,19/08/2006,9,14,19,35,42,58,1,114,5756,"12212213,94","8665,54","170,97"
792,23/08/2006,9,29,34,43,45,56,0,32,1949,0,"15844,65","259,17"
793,26/08/2006,3,15,16,33,51,57,0,62,3629,0,"10387,12","176,79"
794,30/08/2006,3,38,42,47,55,56,0,15,1730,0,"37006,71","319,66"
795,2/9/2006,14,21,26,29,36,48,0,76,4389,0,"11029,2","190,27"
796,6/9/2006,5,19,24,34,39,43,0,80,4883,0,"9974,9","162,81"
797,9/9/2006,6,12,47,48,52,58,0,66,3447,0,"12566,42","239,7"
798,13/09/2006,3,4,9,29,32,52,0,48,4104,0,"19610,77","228,5"
799,16/09/2006,19,29,35,42,55,57,0,56,4675,0,"19330,65","230,69"
800,20/09/2006,1,7,11,37,38,56,0,44,4497,0,"26411,64","257,44"
801,23/09/2006,11,19,20,22,42,48,0,73,5791,0,"19406,93","243,72"
802,27/09/2006,6,14,18,24,48,60,0,117,8216,0,"12287,8","174,32"
803,30/09/2006,3,5,10,21,28,57,0,193,12055,0,"8993,04","143,44"
804,4/10/2006,3,13,37,47,56,59,1,134,9937,"34172202,25","13835,88","185,88"
805,7/10/2006,2,30,36,43,48,60,0,62,3489,0,"14428,43","255,42"
806,12/10/2006,18,26,35,41,47,60,0,50,3179,0,"18518,81","290,17"
807,14/10/2006,2,8,27,32,49,56,0,130,6188,0,"7262,48","152,01"
808,18/10/2006,2,15,21,31,46,57,0,44,3844,0,"24446,08","278,76"
809,21/10/2006,5,11,15,23,25,30,0,121,7669,0,"8582,38","134,9"
810,25/10/2006,1,4,5,33,37,48,0,75,6450,0,"17505,65","202,79"
811,28/10/2006,10,28,32,41,47,57,2,89,5508,"14597902,39","17684,31","284,67"
812,1/11/2006,11,13,38,39,54,57,0,57,2116,0,"9696,24","260,21"
813,4/11/2006,9,15,23,45,46,56,0,43,3244,0,"14647,97","193,43"
814,8/11/2006,2,8,11,41,46,50,0,37,2534,0,"18442,44","268,27"
815,11/11/2006,9,19,37,39,50,57,0,56,3621,0,"17528,89","270,06"
816,16/11/2006,20,21,30,40,47,52,0,21,1885,0,"39708,11","440,69"
817,18/11/2006,10,29,30,34,43,52,0,27,2469,0,"34364,35","374,37"
818,22/11/2006,8,9,22,25,41,44,0,58,4935,0,"16865,13","197,47"
819,25/11/2006,5,19,25,46,51,58,0,105,5868,0,"11132,9","198,46"
820,29/11/2006,10,17,21,32,45,46,2,82,5102,"13046320,38","15456,29","247,47"
821,2/12/2006,4,29,33,36,38,42,0,37,3307,0,"17462,93","194,64"
822,6/12/2006,4,10,17,27,41,52,0,31,2585,0,"19931,52","238,13"
823,9/12/2006,1,15,26,51,54,59,0,22,2144,0,"35180,77","359,62"
824,13/12/2006,6,7,9,20,33,48,0,53,5002,0,"14753,39","155,73"
825,16/12/2006,10,21,28,40,41,47,0,52,4148,0,"19453,75","242,96"
826,19/12/2006,6,7,8,27,45,53,0,68,3571,0,"9188,18","174,3"
827,21/12/2006,18,24,30,42,51,56,0,47,4106,0,"21021,73","239,72"
828,23/12/2006,23,28,38,42,50,53,0,29,3478,0,"40114,62","333,21"
829,31/12/2006,10,14,32,47,50,56,0,162,10814,0,"18311,2","273,27"
830,3/1/2007,2,13,41,49,51,53,0,94,7705,0,"24135,05","293,34"
831,6/1/2007,3,32,33,42,48,50,0,117,12045,0,"31716,1","306,9"
832,10/1/2007,15,17,23,33,39,49,1,510,37086,"52807317,17","13486,58","184,77"
833,13/01/2007,13,16,46,53,57,58,0,40,2678,0,"19408,81","288,8"
834,17/01/2007,10,16,17,34,44,51,1,42,3073,"2820323,56","19887,17","270,78"
835,20/01/2007,18,31,33,49,57,58,0,40,4078,0,"28893,86","282,34"
836,24/01/2007,17,22,28,38,52,59,0,64,4859,0,"20981,59","275,31"
837,27/01/2007,5,6,16,24,34,60,1,73,6233,"25067473,09","20418,03","238,23"
838,31/01/2007,9,23,30,38,44,47,0,41,2825,0,"16256,65","235,05"
839,3/2/2007,7,8,11,18,37,43,0,77,5314,0,"11092,88","160,13"
840,7/2/2007,17,29,31,35,43,59,0,94,5512,0,"11603,23","197,13"
841,10/2/2007,7,22,32,36,38,51,0,67,5162,0,"18656,13","241,23"
842,14/02/2007,7,9,30,44,51,60,0,58,4700,0,"21165,39","260,2"
843,17/02/2007,1,16,34,36,45,48,0,68,5642,0,"19914,21","239,1"
844,24/02/2007,16,24,34,44,54,57,0,91,7679,0,"18846,39","222,5"
845,28/02/2007,14,19,20,40,48,52,0,67,5308,0,"26277,83","330,43"
846,3/3/2007,2,3,44,47,50,54,0,82,6231,0,"24621,43","322,79"
847,7/3/2007,14,15,27,42,44,48,1,242,14062,"40484388,84","10411,84","178,5"
848,10/3/2007,17,27,32,34,47,56,1,90,4602,"1351049,04","8578,09","167,13"
849,14/03/2007,8,9,39,44,49,58,0,33,2208,0,"20408,37","303,87"
850,17/03/2007,7,22,25,44,59,60,0,117,6520,0,"9690,08","173,22"
851,21/03/2007,3,16,19,32,35,58,3,177,7593,"4966312,44","6635,61","154,1"
852,24/03/2007,6,14,23,34,38,44,0,42,3489,0,"16051,24","192,5"
853,28/03/2007,30,38,46,51,56,59,0,17,1465,0,"43287,28","500,41"
854,31/03/2007,3,17,24,25,27,44,0,88,7056,0,"10150,39","126,11"
855,4/4/2007,3,24,31,42,43,53,0,59,3478,0,"16966,53","286,73"
856,7/4/2007,11,15,40,41,42,47,0,37,2924,0,"25678,52","323,71"
857,11/4/2007,2,3,17,49,50,59,0,71,4732,0,"17126,48",256
858,14/04/2007,4,18,23,31,37,54,2,185,8821,"8889537,74","7541,37","157,56"
859,18/04/2007,9,12,34,46,47,57,0,35,3275,0,"18296,99","194,8"
860,23/04/2007,2,8,17,22,42,44,0,111,6853,0,"8602,66","138,82"
861,25/04/2007,39,40,42,47,59,60,1,34,2296,"10840760,96","25977,84","383,23"
862,28/04/2007,2,8,11,12,19,35,1,99,5632,"1152211,3","6650,57","116,46"
863,2/5/2007,15,24,32,50,53,57,0,25,1454,0,"18975,51","325,04"
864,5/5/2007,8,11,31,33,42,57,0,47,2926,0,"16053,56","256,9"
865,9/5/2007,23,26,27,41,51,53,0,28,2694,0,"31424,15","325,36"
866,12/5/2007,5,27,36,40,46,48,0,46,3704,0,"23174,32","286,71"
867,16/05/2007,10,19,26,28,44,54,0,51,4381,0,"20699,48","240,06"
868,19/05/2007,21,22,25,40,51,57,0,37,3453,0,"32369,99","345,54"
869,23/05/2007,27,29,42,49,50,51,1,57,3912,"16192436,64","20414,39","296,32"
870,26/05/2007,8,21,34,40,43,52,0,26,2923,0,"34488,2","305,61"
871,30/05/2007,1,5,10,17,47,58,0,80,6225,0,"12453,39","159,45"
872,2/6/2007,5,18,31,43,55,58,0,81,4636,0,"14747,74","256,7"
873,6/6/2007,4,19,30,34,57,59,0,70,5051,0,"17932,61","247,59"
874,9/6/2007,10,20,42,44,52,59,0,32,3024,0,"39615,01","417,62"
875,13/06/2007,18,20,24,36,53,58,1,153,8240,"26631943,24","11566,24","213,95"
876,16/06/2007,4,8,12,41,45,60,0,30,3847,0,"29219,33",227
877,20/06/2007,13,15,20,28,31,36,0,69,4817,0,"14440,64","206,07"
878,23/06/2007,11,12,37,38,43,54,0,33,3702,0,"29970,93","266,16"
879,27/06/2007,10,28,29,35,42,46,0,45,3852,0,"21995,08","255,98"
880,30/06/2007,25,30,37,46,49,51,0,46,4314,0,"28154,03","299,07"
881,4/7/2007,4,18,24,43,51,56,0,99,6959,0,"14336,7","203,19"
882,7/7/2007,17,41,42,44,45,60,1,81,6642,"21492982,24","20989,74",255
883,11/7/2007,21,32,37,52,53,60,0,13,1494,0,"51899,42","449,89"
884,14/07/2007,2,11,12,14,22,39,0,56,4752,0,"15846,82","186,05"
885,18/07/2007,4,13,31,33,47,51,0,114,6503,0,"9254,88","161,63"
886,21/07/2007,17,33,37,50,55,59,0,100,5764,0,"12422,33","214,7"
887,25/07/2007,1,12,21,32,34,44,0,79,4885,0,"15886,22","255,94"
888,28/07/2007,24,40,50,52,54,60,1,50,3672,"18947548,96","28873,65","391,67"
889,1/8/2007,20,24,34,39,54,60,0,21,1733,0,"30883,09","372,81"
890,4/8/2007,7,9,17,21,22,54,0,105,6983,0,"10715,07","160,51"
891,8/8/2007,15,16,19,22,34,35,0,92,6400,0,"13781,11","197,35"
892,11/8/2007,1,19,42,44,49,52,0,54,4782,0,"28078,08","315,87"
893,15/08/2007,3,18,26,51,53,56,0,105,6595,0,"14747,51","233,91"
894,18/08/2007,20,24,28,37,41,44,0,59,6653,0,"31502,25","278,31"
895,22/08/2007,2,41,43,55,57,58,0,82,6473,0,"29366,19","370,6"
896,25/08/2007,5,11,22,31,35,41,0,98,10769,0,"31002,68","281,06"
897,29/08/2007,7,21,22,43,46,57,0,212,16644,0,"18019,32","228,65"
898,1/9/2007,3,4,8,30,45,54,2,596,27120,"27782053,83","8828,84","193,29"
899,5/9/2007,18,20,36,53,54,58,0,948,3559,0,"951,79","252,57"
900,8/9/2007,4,18,21,34,38,59,1,89,6184,"23334752,92",15842,"227,14"
901,12/9/2007,13,16,32,33,34,56,0,100,5617,0,"9381,13","166,39"
902,15/09/2007,18,23,50,52,55,58,0,68,3490,0,"17237,57","334,59"
903,19/09/2007,5,17,20,32,41,55,0,62,4688,0,"19346,4","254,89"
904,22/09/2007,32,44,48,51,53,59,0,72,4007,0,"18874,08","337,86"
905,26/09/2007,2,4,15,16,55,57,1,89,6223,"18405503,18","16931,26","241,23"
906,29/09/2007,7,14,24,29,35,39,1,49,4239,"1583115,71","18461,99","212,6"
907,3/10/2007,9,36,37,41,51,53,0,25,2244,0,"32080,72","356,05"
908,6/10/2007,1,9,19,25,50,52,0,120,6205,0,"8660,71","166,86"
909,10/10/2007,17,22,26,28,38,42,0,48,4586,0,"21301,42","222,11"
910,13/10/2007,3,15,27,29,36,53,0,107,6512,0,"10618,33","173,81"
911,17/10/2007,1,6,28,29,46,49,1,63,5376,"15981772,55","21657,82","252,84"
912,20/10/2007,4,19,21,26,29,54,0,62,4474,0,"13412,1","185,16"
913,24/10/2007,14,30,36,38,46,59,1,27,2683,"2915782,13","30911,51","309,9"
914,27/10/2007,9,12,23,33,45,51,0,64,4731,0,"12406,06","167,2"
915,31/10/2007,17,20,26,28,48,49,1,44,3580,"9448268,16","24127,91","295,43"
916,3/11/2007,5,28,33,36,37,38,0,144,3220,0,"4648,18","207,09"
917,7/11/2007,23,25,30,46,47,59,0,61,3491,0,"14133,49","246,03"
918,10/11/2007,4,8,12,38,44,52,0,135,6883,0,"7591,36","148,33"
919,14/11/2007,3,25,31,41,43,60,0,37,3505,0,"28441,93","299,1"
920,17/11/2007,5,17,24,52,55,57,0,94,6584,0,"12657,72","180,04"
921,21/11/2007,1,9,35,41,48,57,0,62,4365,0,"21395,2","302,75"
922,24/11/2007,12,13,19,41,45,49,0,136,8735,0,"11821,04","183,36"
923,28/11/2007,2,15,39,50,53,57,0,90,6122,0,"19370,44","283,68"
924,1/12/2007,2,20,21,27,51,60,0,90,7236,0,"22081,88","273,61"
925,5/12/2007,8,22,36,37,46,52,1,132,10214,"40628613,64","21261,85","273,74"
926,8/12/2007,21,33,34,40,41,59,0,24,2019,0,"35599,69","421,58"
927,12/12/2007,19,23,26,31,33,36,0,45,3499,0,"20517,91","262,88"
928,15/12/2007,4,10,32,33,49,60,1,43,4246,"5077029,42","26127,01","263,59"
929,19/12/2007,16,27,35,39,49,57,0,42,3095,0,"18094,16","244,61"
930,22/12/2007,20,28,37,46,49,55,0,73,5481,0,"18344,9","243,81"
931,31/12/2007,7,17,19,34,36,39,0,245,14573,0,"9393,97","157,93"
932,5/1/2008,2,17,21,36,42,53,1,196,10515,"19685655,01","11370,01","211,94"
933,9/1/2008,8,14,25,39,45,51,0,66,3308,0,"11712,22","233,68"
934,12/1/2008,1,3,21,25,44,48,0,55,5101,0,"17289,83","186,42"
935,16/01/2008,7,13,18,29,31,45,0,243,10898,0,"5396,61","120,33"
936,19/01/2008,5,14,22,29,33,44,2,144,9280,"8699137,89","10297,63","159,79"
937,23/01/2008,2,21,22,30,41,52,0,20,1763,0,"36413,65","413,09"
938,26/01/2008,15,27,35,50,57,59,0,39,3235,0,"23406,66","282,18"
939,30/01/2008,6,19,23,37,49,50,0,103,5670,0,"9216,78","167,43"
940,2/2/2008,5,25,31,33,37,51,0,109,6936,0,"11635,12","182,85"
941,6/2/2008,10,11,15,27,53,60,0,37,3406,0,"20206,51","219,51"
942,9/2/2008,5,8,18,42,52,59,0,73,5310,0,"20890,58","287,2"
943,13/02/2008,3,12,23,41,47,58,1,116,7783,"20498366,41","14963,79","223,02"
944,16/02/2008,16,37,43,52,58,59,0,21,2669,0,"38432,28","302,39"
945,20/02/2008,4,8,27,44,54,59,0,118,6615,0,"9974,16","177,92"
946,23/02/2008,1,5,12,47,52,59,0,92,6373,0,"15029,8","216,97"
947,27/02/2008,3,5,11,14,33,58,1,95,8955,"16035424,27","15271,45","162,01"
948,1/3/2008,22,41,44,46,52,54,0,30,2141,0,"27177,27","380,81"
949,5/3/2008,1,23,41,44,51,52,0,28,2679,0,"31580,9","330,08"
950,8/3/2008,23,41,42,48,49,59,0,43,3953,0,"30111,09","327,54"
951,12/3/2008,14,24,34,39,49,55,0,41,3894,0,"33969,92","357,67"
952,15/03/2008,2,11,18,27,30,54,0,132,7126,0,"11947,28","221,31"
953,19/03/2008,1,16,39,42,48,55,1,71,5055,"20509951,37","23622,38","331,79"
954,22/03/2008,5,8,18,24,33,57,0,81,5213,0,"7848,36","121,95"
955,26/03/2008,5,12,21,32,33,35,2,90,6180,"5678963,92","12848,01","187,11"
956,29/03/2008,46,47,51,54,57,59,1,38,2468,"1385109,95","20828,72","320,7"
957,2/4/2008,24,25,32,34,50,57,0,24,2210,0,"30247,28","328,48"
958,5/4/2008,7,13,22,33,48,51,3,269,8718,"978205,14","3535,28","109,09"
959,9/4/2008,3,5,11,33,39,57,0,138,7139,0,"5376,4","103,93"
960,12/4/2008,6,18,19,33,34,53,0,73,4852,0,"15299,06","230,18"
961,16/04/2008,2,4,16,21,36,53,0,81,7193,0,"15330,15","172,63"
962,19/04/2008,2,11,40,48,49,55,1,41,3554,"13272508,39","33285,83",384
963,23/04/2008,15,17,37,48,50,59,0,30,2644,0,"20269,81","229,99"
964,26/04/2008,8,13,20,26,33,42,0,125,6128,0,"7097,23","144,77"
965,30/04/2008,5,30,36,39,57,58,0,61,3934,0,"18625,79","288,81"
966,3/5/2008,1,4,26,28,41,58,0,55,4397,0,"21206,52","265,26"
967,7/5/2008,5,13,14,18,30,57,0,91,7445,0,"15768,06","192,74"
968,10/5/2008,1,4,13,30,51,60,0,124,9572,0,"13308,65","172,41"
969,14/05/2008,13,25,35,41,50,56,1,82,6898,"21823614,22","22684,9","269,67"
970,17/05/2008,5,21,28,34,54,57,3,108,6144,"3712467,76","10992,48","193,23"
971,21/05/2008,4,11,14,33,44,45,0,66,4390,0,"11508,75","173,02"
972,24/05/2008,15,18,31,33,34,56,3,723,4082,"912435,75","1112,86","197,11"
973,28/05/2008,1,8,30,36,47,53,0,36,2274,0,"19679,25","311,55"
974,31/05/2008,12,16,20,31,38,45,0,93,4213,0,"10307,56","227,53"
975,4/6/2008,9,30,33,37,40,41,0,55,4524,0,"25191,37","306,26"
976,7/6/2008,14,23,25,28,38,53,0,74,6395,0,"21152,88","244,77"
977,11/6/2008,3,5,7,9,17,32,1,452,24482,"16584111,63","3767,1","69,55"
978,14/06/2008,12,16,18,27,42,58,0,69,4616,0,"13220,26","197,61"
979,18/06/2008,3,15,28,31,39,51,0,42,3714,0,"23261,38","263,05"
980,21/06/2008,15,17,29,35,36,59,0,88,6837,0,"16054,57","206,64"
981,25/06/2008,1,8,34,41,53,58,0,74,4974,0,"20200,29","300,53"
982,28/06/2008,8,12,24,40,43,49,0,125,8510,0,"14102,62","207,15"
983,2/7/2008,16,22,32,38,40,45,1,244,9930,"24038180,79","10258,56","252,07"
984,5/7/2008,4,10,20,43,46,47,0,38,2643,0,"26313,69","378,33"
