Concurso,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3
1950,19/07/2017,10,21,32,34,48,57,0,88,7215,0,"52163,05","908,88"
1951,22/07/2017,14,16,19,21,33,55,0,209,13551,0,"26220,25","577,71"
1952,26/07/2017,9,21,36,38,52,53,0,180,13017,0,"39521,6","780,72"
1953,29/07/2017,9,26,29,42,43,45,1,237,16988,"107956102,12","37495,41","747,28"
1954,2/8/2017,9,25,33,35,40,49,0,32,2483,0,"48479,76","892,55"
1955,5/8/2017,15,27,33,36,41,45,0,147,7391,0,"22299,78","633,6"
1956,8/8/2017,5,8,20,28,40,45,0,74,5000,0,"32189,04","680,56"
1957,10/8/2017,2,14,22,23,29,47,1,98,8329,"51557331,87","34841,2","585,63"
1958,12/8/2017,15,20,22,24,34,55,0,32,2670,0,"52452,5","898,06"
1959,16/08/2017,8,21,27,35,43,56,0,94,4639,0,"19568,67","566,45"
1960,19/08/2017,1,18,25,37,39,43,0,116,6655,0,"24043,13","598,69"
1961,23/08/2017,17,25,26,30,32,50,0,55,4505,0,"52327,94","912,64"
1962,26/08/2017,5,6,15,25,39,53,0,86,6431,0,"37850,84","723,09"
1963,30/08/2017,4,5,7,34,42,60,0,80,6686,0,"41892,88","716,08"
1964,2/9/2017,2,27,32,36,48,50,0,119,7880,0,"32635,32","704,06"
1965,6/9/2017,26,28,35,38,48,55,1,98,6377,"78022245,31","47025,82","1032,4"
1966,9/9/2017,10,13,19,32,40,60,0,29,2758,0,"47097,01","707,45"
1967,13/09/2017,13,30,32,39,46,54,0,43,3175,0,"40787,97","789,14"
1968,16/09/2017,35,36,39,44,48,52,0,48,3782,0,"46060,89","835,12"
1969,19/09/2017,8,20,30,32,48,59,0,20,1999,0,"73292,36","1047,55"
1970,21/09/2017,5,10,18,24,39,52,0,87,6153,0,"25762,24","520,37"
1971,23/09/2017,4,10,41,44,52,54,0,39,4001,0,"67779,73","943,83"
1972,27/09/2017,9,16,20,54,57,59,0,85,5317,0,"36786,15","840,11"
1973,30/09/2017,1,12,16,17,52,60,0,110,7294,0,"32691,06","704,3"
1974,4/10/2017,4,19,27,38,54,57,1,141,8994,"54268048,74","27566,76","617,38"
1975,7/10/2017,8,11,24,26,47,57,1,76,5845,"22575348,57","33102,68","614,88"
1976,11/10/2017,12,14,19,25,52,59,0,62,3551,0,"24797,36","618,51"
1977,14/10/2017,3,16,28,32,34,37,1,91,4723,"5889546,54","18238,97","502,02"
1978,17/10/2017,2,6,22,44,55,57,0,29,2089,0,"30492,05","604,71"
1979,19/10/2017,22,23,29,32,38,45,1,32,2677,"3951513,94","39401,2","672,84"
1980,21/10/2017,12,16,17,18,34,37,0,77,4689,0,"22167,05","520,02"
1981,25/10/2017,6,15,19,37,39,53,0,85,5215,0,"24999,36","582,09"
1982,28/10/2017,4,14,20,24,46,50,1,45,4144,"20777195,15","55730,37","864,54"
1983,1/11/2017,5,6,10,14,22,36,1,73,4884,"2598401,89","19322,76","412,58"
1984,4/11/2017,21,29,32,35,43,50,0,13,1743,0,"104873,13","1117,4"
1985,7/11/2017,9,28,29,34,36,55,0,36,2503,0,"38578,22","792,65"
1986,9/11/2017,23,36,43,44,55,56,0,41,3164,0,"46212,57","855,47"
1987,11/11/2017,10,14,31,34,45,58,0,59,3920,0,"38516,27","828,15"
1988,16/11/2017,5,10,39,42,46,54,0,87,5711,0,"29177,91","634,98"
1989,18/11/2017,15,22,30,32,40,58,0,47,3280,0,"56106,95","1148,53"
1990,22/11/2017,11,24,26,34,37,59,0,78,5852,0,"41488,51","789,98"
1991,25/11/2017,19,20,28,34,36,44,0,80,6152,0,"48195,29","895,32"
1992,29/11/2017,5,11,13,21,53,54,2,142,11405,"32953918,65","28999,41","515,8"
1993,2/12/2017,6,17,33,48,50,57,0,39,3063,0,"42108,85","765,93"
1994,6/12/2017,2,5,12,32,40,44,0,51,3686,0,"35175,84","695,28"
1995,9/12/2017,14,26,29,35,37,39,0,66,4840,0,"38617,02","752,27"
1996,13/12/2017,7,20,21,24,40,56,0,144,4933,0,"19401,81","809,08"
1997,16/12/2017,1,7,14,31,35,46,0,86,6280,0,"36389,62","711,89"
1998,19/12/2017,8,21,24,25,52,57,0,61,4810,0,"36388,03","659,24"
1999,21/12/2017,15,37,38,42,49,50,0,73,4434,0,"39877,23","937,89"
2000,31/12/2017,3,6,10,17,34,37,17,4862,173428,"18042279,04","10565,03","423,12"
2001,3/1/2018,20,22,36,42,52,60,0,12,1214,0,"85088,83","1201,53"
2002,6/1/2018,4,28,30,38,46,59,0,24,2214,0,"69257,39","1072,51"
2003,10/1/2018,28,34,40,43,50,51,0,16,1865,0,"109937,9","1347,38"
2004,13/01/2018,1,5,14,23,35,45,3,79,6444,"4095573,45","28198,54","493,85"
2005,17/01/2018,11,19,22,33,34,53,0,44,4052,0,"42875,5","665,11"
2006,20/01/2018,1,9,14,20,25,54,0,71,5500,0,"31319,78","577,58"
2007,24/01/2018,4,14,39,41,54,58,0,42,3340,0,"53296,38","957,42"
2008,27/01/2018,22,27,33,42,58,59,0,49,4215,0,"51384,62","853,36"
2009,31/01/2018,1,37,44,46,48,50,0,46,3665,0,"59350,17","1064,16"
2010,3/2/2018,8,10,18,34,39,56,0,106,7436,0,"33705,4","686,38"
2011,6/2/2018,2,28,32,35,54,58,0,119,5949,0,"21054,02","601,64"
2012,8/2/2018,8,11,27,35,36,51,0,107,6828,0,"32506,98","727,72"
2013,10/2/2018,6,23,30,36,53,56,0,159,8465,0,"25057,74","672,37"
2014,14/02/2018,16,32,40,46,53,56,0,46,4140,0,"65621,53","1041,61"
2015,17/02/2018,17,18,27,32,39,58,1,130,12558,"104545829,37","51593,19","762,98"
2016,21/02/2018,4,11,17,18,21,48,0,64,4543,0,"23975,93","482,51"
2017,24/02/2018,2,10,11,24,38,56,0,123,6125,0,"16317,17","468,1"
2018,28/02/2018,11,22,25,27,55,59,0,83,4661,0,"26039,7","662,42"
2019,3/3/2018,23,41,46,52,54,59,0,54,4043,0,"48889,92","932,84"
2020,7/3/2018,2,36,46,48,57,60,0,46,4530,0,"67325,96","976,66"
2021,10/3/2018,7,14,32,37,40,60,0,101,6982,0,"35079,74","724,93"
2022,14/03/2018,4,28,45,48,52,60,0,79,6343,0,"47183,15","839,5"
2023,17/03/2018,1,6,7,8,23,56,2,217,13622,"29864355,95","19603,05","446,11"
2024,21/03/2018,16,20,23,29,35,47,0,45,3221,0,"32255,05","643,75"
2025,24/03/2018,4,24,46,52,55,56,0,53,3730,0,"47718,26","968,62"
2026,28/03/2018,10,23,31,33,51,52,0,105,6365,0,"24755,26","583,39"
2027,31/03/2018,11,15,29,37,39,44,0,76,4916,0,"32815,34","724,73"
2028,4/4/2018,7,11,24,36,42,58,4,261,9867,"10251126,97","11811,65","446,34"
2029,7/4/2018,6,15,18,33,37,40,0,78,4398,0,"21901,6","554,9"
2030,11/4/2018,4,27,38,40,58,59,1,63,4017,"22122662,6","39656,35","888,49"
2031,14/04/2018,18,23,37,39,50,55,0,48,3252,0,"36807,99","776,13"
2032,17/04/2018,6,14,19,20,39,53,0,27,2075,0,"41286,89","767,46"
2033,20/04/2018,10,18,33,38,40,43,1,27,3644,"9349630,55","81258,67","860,11"
2034,25/04/2018,6,7,13,17,22,56,1,89,5597,"2777651,27","16942,34","384,86"
2035,28/04/2018,30,35,36,38,49,52,0,37,2668,0,"58611,61","1161,18"
2036,2/5/2018,7,8,19,23,27,58,0,91,6675,0,"21948,81","427,46"
2037,5/5/2018,14,16,23,30,45,60,0,48,4609,0,"58276,76","867,02"
2038,8/5/2018,6,25,26,35,38,40,0,28,2768,0,"65960,7","953,18"
2039,10/5/2018,6,12,22,28,31,44,0,91,6415,0,"28718,92","581,98"
2040,12/5/2018,6,9,41,54,56,58,0,67,5680,0,"52696,38","887,99"
2041,16/05/2018,10,12,22,25,42,54,1,120,9310,"58932070,38","34570,08","636,55"
2042,19/05/2018,14,22,29,32,33,35,0,47,3018,0,"34505,69","767,66"
2043,23/05/2018,21,38,53,56,57,58,0,19,2258,0,"88579,73","1064,79"
2044,26/05/2018,7,14,47,54,56,60,0,49,3612,0,"39699,63","769,37"
2045,30/05/2018,15,25,27,45,46,50,1,70,3921,"29066470,84","34314,21","875,13"
2046,2/6/2018,3,6,11,27,28,46,0,80,4630,0,"17146,56","423,24"
2047,6/6/2018,1,18,19,29,44,54,0,30,2390,0,"55914,69","1002,65"
2048,9/6/2018,10,19,26,35,38,39,0,36,3611,0,"57189,69","814,5"
2049,13/06/2018,10,19,27,31,51,53,0,49,4216,0,"41855,71","694,94"
2050,16/06/2018,8,31,32,33,38,50,0,34,3540,0,"75709,93","1038,79"
2051,20/06/2018,1,5,6,37,44,53,0,46,5251,0,"55764,52","697,87"
2052,23/06/2018,50,51,56,57,58,59,4,152,4816,"9627559,21","17089,52","770,52"
2053,27/06/2018,12,22,27,37,40,55,0,17,1582,0,"66063,41","1014,15"
2054,30/06/2018,4,7,12,22,26,39,0,80,5237,0,"20194,81","440,7"
2055,3/7/2018,6,25,35,43,46,53,0,41,2209,0,"31190,36",827
2056,5/7/2018,18,22,29,34,36,47,0,80,4927,0,"24597,04","570,54"
2057,7/7/2018,10,13,20,37,38,54,0,42,4086,0,"46108,12","677,06"
2058,11/7/2018,4,19,23,29,56,59,0,81,5435,0,"30543,83","650,29"
2059,14/07/2018,4,5,36,40,44,56,0,77,5562,0,"39904,7","789,19"
2060,18/07/2018,8,9,11,25,39,41,0,186,8570,0,"19455,08","603,2"
2061,21/07/2018,33,36,40,44,45,54,0,93,6899,0,"45677,31","879,62"
2062,25/07/2018,8,10,15,23,25,34,1,192,13804,"73450153,75","27128,74","539,04"
2063,28/07/2018,6,10,19,24,25,29,0,94,5511,0,"16561,93","403,56"
2064,1/8/2018,10,14,36,53,55,60,0,68,3311,0,"24717,9","725,2"
2065,4/8/2018,4,11,20,30,37,43,0,74,4900,0,"37180,01","802,13"
2066,8/8/2018,6,25,27,35,45,55,1,104,7345,"35155103,28","27320,77","552,63"
2067,11/8/2018,2,11,13,26,32,59,0,57,3828,0,"28876,29","614,25"
2068,14/08/2018,3,5,9,40,42,47,0,46,2466,0,"24333,27","648,43"
2069,16/08/2018,3,17,34,35,40,48,0,48,3638,0,"30930,59",583
2070,18/08/2018,5,26,27,34,42,48,0,84,5654,0,"25629,96","543,96"
2071,22/08/2018,24,33,34,35,46,60,0,33,3760,0,"75294,4","944,04"
2072,25/08/2018,10,12,13,20,22,54,0,135,8860,0,"21303,29","463,71"
2073,29/08/2018,12,15,18,30,52,55,0,80,5335,0,"36914,78","790,78"
2074,1/9/2018,8,18,23,37,42,58,2,172,8812,"22327541,33","19405,99","541,11"
2075,5/9/2018,7,9,23,33,57,59,0,98,5737,0,"21221,93","517,87"
2076,8/9/2018,5,6,12,15,22,43,0,86,5364,0,"22660,94","519,02"
2077,12/9/2018,13,16,26,35,37,39,1,117,6080,"27758694,68","20198,69","555,27"
2078,15/09/2018,2,11,15,30,36,39,0,26,2715,0,"58827,22","804,79"
2079,18/09/2018,1,2,14,37,55,58,0,23,1681,0,"43305,35","846,45"
2080,20/09/2018,10,22,40,46,55,58,0,38,2892,0,"43325,46","813,26"
2081,22/09/2018,13,18,35,40,41,42,1,128,4287,"21763750,54","15918,03","678,96"
2082,26/09/2018,6,25,33,42,48,49,1,32,2640,"2420701,1","41065,46","711,09"
2083,29/09/2018,1,18,19,33,56,60,0,80,3935,0,"18316,4","531,97"
2084,3/10/2018,7,20,26,37,38,39,0,48,2667,0,"32980,17","847,95"
2085,6/10/2018,12,21,25,37,38,49,0,64,4786,0,"36356,37","694,52"
2086,10/10/2018,4,35,43,46,47,53,0,33,4355,0,"68459,21","741,07"
2087,13/10/2018,2,18,19,23,34,53,1,52,4898,"27364769,44","41598,96","630,91"
2088,17/10/2018,3,14,24,27,38,56,1,56,3262,2526635,"24492,89","600,68"
2089,20/10/2018,5,10,32,38,48,49,0,29,2665,0,"53143,74","826,14"
2090,23/10/2018,8,11,18,37,40,51,0,43,2659,0,"32027,59","739,9"
2091,25/10/2018,10,11,12,37,38,59,1,75,3855,"20024894,84","25054,96","696,35"
2092,27/10/2018,11,13,15,17,22,27,0,175,6609,0,"7503,65","283,84"
2093,31/10/2018,8,14,27,34,52,54,0,46,3177,0,"33553,03","694,02"
2094,3/11/2018,4,16,19,31,33,44,0,66,4528,0,"26830,9","558,69"
2095,7/11/2018,16,29,35,43,49,56,0,78,4637,0,"30872,83","741,88"
2096,10/11/2018,6,11,13,19,24,51,0,185,10842,0,"14941,13","364,2"
2097,14/11/2018,9,24,28,45,49,51,0,113,6422,0,"25984,88","653,17"
2098,17/11/2018,2,8,18,27,38,60,0,85,6551,0,"33312,96","617,48"
2099,21/11/2018,5,15,20,27,30,58,0,97,7549,0,"34495,53","633,2"
2100,24/11/2018,1,10,11,13,35,49,1,266,15540,"69186484,11","17704,75","432,93"
2101,28/11/2018,2,8,18,37,56,58,0,61,3852,0,"23013,76","520,63"
2102,1/12/2018,4,6,17,34,51,57,0,77,4557,0,"25027,75","604,13"
2103,4/12/2018,3,13,40,44,46,50,0,40,2226,0,"34939,71","896,92"
2104,6/12/2018,2,10,12,27,45,56,0,79,5762,0,"23992,25","469,92"
2105,8/12/2018,11,13,16,24,31,46,0,106,6029,0,"22882,49","574,73"
2106,12/12/2018,3,27,36,39,40,43,0,82,5610,0,"35639,55","744,19"
2107,15/12/2018,8,38,44,50,56,60,0,72,5454,0,"46944,97","885,33"
2108,18/12/2018,19,22,29,41,44,59,0,58,4051,0,"41585,34","850,56"
2109,20/12/2018,4,12,16,34,44,49,0,125,7480,0,"25268,09","603,22"
2110,31/12/2018,5,10,12,18,25,33,52,7688,303857,"5818007,36","6644,73","240,17"
2111,2/1/2019,1,41,44,46,54,58,0,4,689,0,"169338,14","1404,42"
2112,5/1/2019,17,39,43,46,52,53,0,34,2547,0,"48935,85","933,2"
2113,9/1/2019,11,14,21,25,46,50,0,30,2752,0,"63724,36","992,38"
2114,12/1/2019,17,25,30,35,42,57,0,70,4376,0,"34091,54","779,05"
2115,15/01/2019,4,19,27,35,40,44,0,75,4470,0,"23377,95","560,35"
2116,17/01/2019,1,9,19,21,34,54,0,91,5468,0,"24748,67","588,39"
2117,19/01/2019,4,28,29,30,43,52,0,44,4036,0,"60858,91","947,82"
2118,23/01/2019,11,12,20,40,41,46,1,58,4135,"37902607,11","53100,77","1064,03"
2119,26/01/2019,19,21,26,31,42,49,0,46,2569,0,"33531,53","857,72"
2120,30/01/2019,13,20,24,25,38,41,0,61,3897,0,"34732,22","776,66"
2121,2/2/2019,8,10,17,29,37,40,1,82,5493,"24666686,76","31988,03","682,17"
2122,6/2/2019,3,11,15,21,27,49,0,92,4938,0,"15878,62","422,62"
2123,9/2/2019,14,15,47,50,56,59,0,28,2301,0,"67090,9","1166,29"
2124,13/02/2019,2,11,20,31,43,47,0,41,3660,0,"48151,82","770,57"
2125,16/02/2019,1,31,44,46,53,58,0,55,4090,0,"48968,88","940,72"
2126,20/02/2019,7,12,24,27,39,58,0,130,8139,0,"21346,79","487,08"
2127,23/02/2019,1,7,28,30,44,46,0,76,6182,0,"42197,6","741,09"
2128,26/02/2019,11,16,24,46,54,55,0,47,4353,0,"50144,89","773,45"
2129,28/02/2019,6,12,31,32,46,60,0,50,5113,0,"62827,8","877,7"
2130,2/3/2019,13,16,36,53,54,55,0,101,7900,0,"42283,94","772,27"
2131,6/3/2019,2,3,6,18,20,28,1,414,16733,"78938208,62","9335,09","329,94"
2132,9/3/2019,5,18,30,35,39,60,0,41,2912,0,"41495,7","834,63"
2133,13/03/2019,19,20,26,51,52,57,0,32,2790,0,"58792,56","963,31"
2134,16/03/2019,6,21,34,46,54,59,0,60,4157,0,"39699,48","818,57"
2135,20/03/2019,9,23,28,40,48,59,1,50,4546,"32689083,52","58359,12","916,96"
2136,23/03/2019,1,8,11,22,30,35,0,63,4209,0,"25942,87","554,72"
2137,27/03/2019,1,2,11,12,34,49,0,45,4488,0,"36544,41","523,45"
2138,30/03/2019,4,13,14,21,30,34,0,59,4532,0,"36206,08","673,35"
2139,3/4/2019,14,23,29,41,57,58,0,65,3441,0,"34758,78","937,98"
2140,6/4/2019,17,20,26,36,42,54,0,66,5044,0,"46099,13","861,71"
2141,10/4/2019,10,11,17,19,37,41,0,117,8868,0,"27422,28","516,85"
2142,13/04/2019,7,40,44,50,52,57,0,65,5028,0,"55484,51","1024,68"
2143,17/04/2019,2,12,35,51,57,58,0,81,6545,0,"48904,73","864,62"
2144,20/04/2019,7,16,21,33,55,60,0,188,10251,0,"21418,23","561,14"
2145,24/04/2019,6,8,28,51,53,59,0,115,10504,0,"55420,7","866,79"
2146,27/04/2019,16,18,31,39,42,44,0,283,15338,0,"30594,81","806,43"
2147,2/5/2019,17,19,37,41,42,49,0,366,28045,0,"28739,81","535,81"
2148,4/5/2019,8,15,32,33,58,59,0,296,21684,0,"37666,84","734,53"
2149,8/5/2019,21,23,37,44,46,48,0,496,32880,0,"35200,2","758,57"
2150,11/5/2019,23,24,26,38,42,49,1,838,56994,289420865,"30450,2","639,59"
2151,15/05/2019,2,14,18,29,36,38,0,80,5236,0,"23556,59","514,16"
2152,18/05/2019,26,29,36,49,50,59,0,28,2420,0,"77547,6","1281,77"
2153,22/05/2019,8,13,28,31,32,33,1,127,6356,"11825289,36","18610,89","531,23"
2154,25/05/2019,7,25,41,47,50,53,0,36,2951,0,"49285,49","858,92"
2155,29/05/2019,2,6,27,37,44,47,0,91,6630,0,"34590,53","678,24"
2156,1/6/2019,1,6,23,26,39,49,0,91,7556,0,"40927,21","704,14"
2157,5/6/2019,31,33,34,35,39,48,0,188,8779,0,"21377,17","653,98"
2158,8/6/2019,9,27,35,45,46,59,0,109,8855,0,"42724,12","751,29"
2159,12/6/2019,14,26,35,38,45,53,0,170,9781,0,"27678,48","687,24"
2160,15/06/2019,1,19,46,47,49,53,0,116,9486,0,"49024,59","856,42"
2161,19/06/2019,8,9,10,24,42,44,1,255,15769,"124209628,25","22718,64","524,83"
2162,22/06/2019,11,16,22,30,34,42,0,35,2763,0,"44279,94","801,3"
2163,26/06/2019,8,18,20,24,36,45,0,75,4758,0,"23088,84","519,92"
2164,29/06/2019,16,17,25,47,48,58,0,51,3431,0,"43294,26","919,35"
2165,3/7/2019,5,37,43,49,54,56,1,113,8189,"35218398,02","26216,82","516,8"
2166,6/7/2019,3,19,34,44,56,58,0,44,3749,0,"39121,73","655,92"
2167,9/7/2019,27,37,38,43,45,54,0,37,1971,0,"28747,3","770,92"
2168,11/7/2019,1,4,25,27,29,37,1,66,4054,"8177021,67","25059,82","582,82"
2169,13/07/2019,7,34,45,51,54,59,0,18,2145,0,"77574,63","929,96"
2170,17/07/2019,10,21,24,36,38,51,0,79,4697,0,"28962,87","695,9"
2171,20/07/2019,12,13,19,36,44,55,1,118,7127,"21978571,91","23023,47","544,56"
2172,24/07/2019,9,24,28,37,43,57,0,73,3356,0,"19687,16","611,76"
2173,27/07/2019,2,9,42,44,48,50,0,51,3884,0,"35892,64","673,28"
2174,31/07/2019,10,15,34,36,56,60,0,52,3892,0,"38251,95","730,1"
2175,3/8/2019,7,25,32,43,53,55,0,73,5485,0,"39289,03","746,99"
2176,6/8/2019,8,23,25,39,43,44,1,61,4688,"30505746,02","32544,44","604,95"
2177,8/8/2019,9,11,14,31,48,51,0,49,2338,0,"26809,19","802,67"
2178,10/8/2019,2,16,21,42,50,56,0,25,2304,0,"63031,11","977,04"
2179,14/08/2019,2,13,24,35,50,54,0,55,4563,0,"34715,39","597,77"
2180,17/08/2019,10,12,16,21,28,38,0,95,6869,0,"28276,52","558,67"
2181,21/08/2019,1,8,19,33,36,48,0,138,8329,0,"19778,72","468,15"
2182,24/08/2019,19,22,39,46,47,59,0,66,5179,0,"46519,4","846,9"
2183,28/08/2019,13,26,30,34,43,51,0,74,6087,0,"42642,36","740,57"
2184,31/08/2019,15,36,45,51,52,59,0,64,5158,0,"55232,15","979,02"
2185,4/9/2019,9,18,19,22,42,47,0,115,9835,0,"36432,16","608,56"
2186,9/9/2019,12,18,19,27,41,46,0,131,11409,0,"39638,11","650,18"
2187,11/9/2019,10,11,16,21,46,50,0,124,10072,0,"40602,31","714,09"
2188,14/09/2019,2,17,21,28,51,60,0,154,13387,0,"47474,72","780,19"
2189,18/09/2019,4,11,16,22,29,33,1,406,24366,"120085143,97","19407,24","461,96"
2190,21/09/2019,5,9,20,25,35,53,0,94,6835,0,"29098,66","571,69"
2191,24/09/2019,4,8,26,33,46,53,1,104,5272,"43258437,8","20552,88","579,2"
2192,26/09/2019,7,16,37,53,57,59,0,38,2635,0,"36389,59","749,69"
2193,28/09/2019,7,8,22,27,29,42,1,55,4664,"5698505,42","31103,09","523,97"
2194,2/10/2019,8,16,20,21,31,34,0,38,2925,0,"42670,91","791,93"
2195,5/10/2019,14,24,32,38,46,53,0,107,6144,0,"24440,78","608,06"
2196,9/10/2019,1,25,27,28,41,56,0,58,4166,0,"47367,07","942,07"
2197,14/10/2019,3,11,29,35,44,57,0,150,7727,0,"20886,96","579,23"
2198,16/10/2019,1,11,34,36,44,56,1,47,4402,"34615569,28","56334,8","859,26"
2199,19/10/2019,15,23,30,35,38,44,0,29,3056,0,"58063,07","787,13"
2200,22/10/2019,11,15,28,36,43,55,0,52,3371,0,"31034,46","683,89"
2201,24/10/2019,3,13,23,41,49,53,0,60,5425,0,"34586,33","546,45"
2202,26/10/2019,11,29,37,38,43,60,0,48,3717,0,"51806,91","955,73"
2203,30/10/2019,17,34,46,49,50,57,0,57,4811,0,"49414,01","836,35"
2204,4/11/2019,1,28,29,32,35,56,0,76,5847,0,"45148,15","838,34"
2205,6/11/2019,12,21,28,37,42,57,1,112,6318,"61429947,73","30075,67","761,65"
2206,9/11/2019,6,27,38,42,45,57,0,51,3495,0,"31401,56","654,6"
2207,13/11/2019,6,10,11,43,53,55,0,39,2736,0,"49905,76","1016,25"
2208,16/11/2019,16,25,30,40,45,49,0,17,1708,0,"113415,57","1612,63"
2209,20/11/2019,22,25,28,32,33,47,0,49,3746,0,"42445,66","793,16"
2210,23/11/2019,11,17,24,25,33,34,0,81,5910,0,"36572,74","716,07"
2211,27/11/2019,27,36,40,41,44,54,0,52,3681,0,"59225,53","1195,22"
2212,30/11/2019,23,26,51,52,53,58,0,61,5215,0,"56566,09","945,22"
2213,4/12/2019,5,7,10,32,46,60,1,96,7360,"51119263,33","39952,83","744,46"
2214,7/12/2019,4,10,18,30,34,47,0,44,3223,0,"41300,51","805,47"
2215,11/12/2019,1,19,21,23,33,43,0,48,4092,0,"53207,2","891,61"
2216,14/12/2019,10,24,42,43,48,49,0,49,4361,0,"62000,46","995,19"
2217,17/12/2019,10,14,16,30,32,36,0,51,3258,0,"41197,38","921,27"
2218,19/12/2019,6,16,22,38,48,52,1,42,3345,"40059665,22","64678,28","1160,14"
2219,21/12/2019,8,28,36,45,57,59,0,26,2235,0,"62086,22","1031,79"
2220,31/12/2019,3,35,38,40,57,58,4,1031,77055,"76053459,66","57537,06","1099,78"
2221,4/1/2020,5,23,34,45,56,57,0,101,3669,0,"13753,65","540,87"
2222,8/1/2020,13,14,29,30,48,59,0,29,1969,0,"58660,41","1234,23"
2223,11/1/2020,2,26,40,42,49,56,0,45,2702,0,"47600,35","1132,5"
2224,15/01/2020,16,23,32,50,52,58,0,28,2283,0,"78328,49","1372,37"
2225,18/01/2020,1,32,37,44,46,47,0,34,3100,0,"81317,28","1274,09"
2226,21/01/2020,2,4,7,16,30,38,0,43,3798,0,"46161,97","746,62"
2227,23/01/2020,6,9,12,27,32,57,0,92,5732,0,"27202,9","623,73"
2228,25/01/2020,9,19,23,32,39,45,0,85,5562,0,"34599,33","755,36"
2229,29/01/2020,6,11,29,40,41,58,0,64,4315,0,"53757,09","1139,03"
2230,1/2/2020,7,17,26,39,56,60,0,75,6440,0,"61137,23","1017,14"
2231,5/2/2020,4,13,25,40,53,57,0,127,8326,0,"39228,56","854,81"
2232,8/2/2020,7,8,31,34,38,47,0,111,8685,0,"54265,87","990,79"
2233,12/2/2020,4,6,32,35,41,45,0,89,8107,0,"75344,43","1181,63"
2234,15/02/2020,4,21,27,29,42,47,0,216,13800,0,"36114,36","807,52"
2235,19/02/2020,14,18,30,35,55,57,0,133,11895,0,"69161,57","1104,72"
2236,22/02/2020,7,20,38,43,45,53,0,190,14982,0,"56213,79","1018,42"
2237,27/02/2020,11,20,27,28,53,60,2,263,15054,"105826358,87","44509,85","1110,86"
2238,29/02/2020,11,36,45,55,57,58,0,14,1679,0,"123443,51","1470,44"
2239,4/3/2020,7,27,31,39,45,46,0,29,3057,0,"76121,74","1031,6"
2240,7/3/2020,7,9,10,19,25,58,2,143,10345,"27894020,38","28124,13","555,37"
2241,10/3/2020,1,13,18,26,40,56,0,33,1575,0,"31946,06","956,2"
2242,12/3/2020,5,9,18,24,25,42,0,89,4514,0,"17495,28","492,77"
2243,14/03/2020,14,18,28,35,38,54,0,45,3079,0,"43218,75","902,35"
2244,18/03/2020,3,5,11,34,37,42,1,77,4706,"12147334,8","26469,15","618,7"
2245,21/03/2020,11,14,15,18,33,34,1,51,3048,"15186785,88","30810,39","736,46"
2246,25/03/2020,5,9,24,27,33,46,0,51,2227,0,"13197,43","431,75"
2247,28/03/2020,1,42,44,47,48,53,0,10,908,0,"86553,24","1361,75"
2248,1/4/2020,9,15,20,29,30,42,1,29,1618,"4906932,9","38798,69","993,43"
2249,4/4/2020,4,9,31,47,49,53,0,27,1782,0,"39850,68","862,56"
2250,8/4/2020,27,33,39,52,57,58,0,27,2385,0,"53018,19","857,43"
2251,11/4/2020,5,15,22,26,54,58,0,29,2222,0,"49650,39","925,71"
2252,15/04/2020,1,17,30,37,46,50,0,20,1723,0,"83292,59","1381,18"
2253,18/04/2020,31,32,33,39,52,55,0,26,2224,0,"73343,98","1224,91"
2254,22/04/2020,4,9,24,44,47,56,0,55,3561,0,"31749,26","700,52"
2255,25/04/2020,15,20,39,41,49,57,0,25,2144,0,"93534,52","1558,07"
2256,29/04/2020,9,10,30,37,47,54,0,45,3334,0,"59723,61","1151,58"
2257,2/5/2020,18,21,30,31,34,51,0,32,2791,0,"83236,06","1363,33"
2258,5/5/2020,1,5,7,14,23,26,0,113,6772,0,"19496,62","464,75"
2259,7/5/2020,20,27,41,54,56,58,0,31,3356,0,"99682,34","1315,4"
2260,9/5/2020,12,14,34,35,37,47,0,91,6688,0,"45513,08","884,67"
2261,13/05/2020,7,23,26,27,29,51,0,141,10502,0,"36059,08","691,61"
2262,16/05/2020,7,8,14,23,30,46,1,198,12850,"101195308,3","34405,61","757,34"
2263,20/05/2020,9,24,33,43,49,57,0,36,2492,0,"40048,08","826,49"
2264,23/05/2020,2,3,8,19,29,37,0,73,4354,0,"25246,01","604,68"
2265,27/05/2020,14,20,23,39,46,50,0,50,2926,0,"51863,4","1266,07"
2266,30/05/2020,10,23,31,37,58,59,0,50,4167,0,"64685,64","1108,8"
2267,3/6/2020,20,32,33,48,49,53,1,33,4064,"45553191,42","105176,88","1220,06"
2268,6/6/2020,4,13,23,28,30,52,0,48,2953,0,"35721,3","829,48"
2269,10/6/2020,1,11,14,23,29,55,0,47,3225,0,"39726,16","827,07"
2270,13/06/2020,14,16,38,39,41,48,0,53,2707,0,"46373,51","1297,05"
2271,17/06/2020,6,10,27,28,41,52,0,50,4150,0,"56983,62","980,78"
2272,20/06/2020,2,5,11,24,41,49,0,71,5667,0,"45670,97","817,42"
